,Student ID,# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Assignment 1 duration to submit (in hours),Assignment 2 duration to submit (in hours),Assignment 3 duration to submit (in hours),Average time to submit assignment (in hours),Engagement Level,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],Course Grade,Total [100],Class
208,student000208,90,340,23,0,1,0,0,0,120.58333329999999,27.76666667,44.18333333,64.17777778,H,75,80,88,70,88,84,91,91,G
209,student000209,45,166,1,0,1,0,0,0,178.75,90.61666667,104.0166667,124.4611111,H,70,81,85,75,91,53,81,81,G
210,student000210,69,247,0,0,0,0,0,0,324.3,235.8833333,272.65,277.6111111,L,75,94,78,68,81,47,75,75,G
211,student000211,59,202,0,0,5,0,0,0,137.33333330000002,43.35,60.08333333,80.25555556,H,75,61,60,70,66,60,70,70,G
212,student000212,113,384,0,0,3,0,0,0,338.21666669999996,246.85,270.85,285.30555560000005,L,75,98,75,87,80,50,78,78,G
213,student000213,66,168,0,0,1,0,0,0,149.7166667,56.7,80.75,95.72222222,H,70,73,78,68,72,0,55,55,W
214,student000214,125,519,0,0,1,0,0,0,108.35,16.43333333,41.31666667,55.36666667,H,90,94,80,94,96,83,97,97,G
215,student000215,147,292,1,1,0,0,0,0,338.3666667,247.4666667,271.2666667,285.7,L,90,63,68,74,72,54,73,73,G
216,student000216,175,421,0,0,0,0,0,0,173.33333330000002,80.71666667,104.7166667,119.5888889,H,80,76,88,79,90,66,87,87,G
217,student000217,67,230,1,0,1,0,0,0,194.15,100.8,124.55,139.83333330000002,H,70,86,83,84,80,60,82,82,G
218,student000218,66,394,0,0,2,0,0,0,308.3,193.93333330000002,223.2333333,241.8222222,L,60,90,90,71,71,74,83,83,G
219,student000219,99,304,0,0,0,0,0,0,181.6,96.75,123.96666670000002,134.10555559999997,H,85,91,80,83,81,56,81,82,G
220,student000220,35,173,0,0,0,0,0,0,146.15,56.85,80.03333333,94.34444444,H,75,66,40,71,78,44,64,64,G
221,student000221,91,248,0,0,2,0,0,0,308.9166667,224.41666669999998,240.7,258.0111111,L,85,98,88,89,86,57,86,86,G
222,student000222,45,173,0,0,5,0,1,0,172.16666669999998,296.0,124.63333329999999,197.6,L,95,69,78,69,70,71,81,81,G
223,student000223,31,159,0,0,2,1,1,1,558.0,296.0,632.0,495.33333330000005,L,60,0,63,0,0,40,33,33,W
224,student000224,51,242,0,0,0,0,0,0,194.5333333,123.1,213.5,177.0444444,H,80,45,65,61,34,50,58,58,W
225,student000225,57,383,0,0,3,0,0,0,183.55,100.85,127.71666670000002,137.37222219999998,H,75,80,80,80,79,76,86,86,G
226,student000226,90,123,0,0,1,0,0,0,137.7166667,51.8,78.73333333,89.41666667,H,85,72,75,68,69,59,75,75,G
227,student000227,30,305,0,0,1,0,0,0,122.45,30.98333333,56.28333333,69.90555556,H,80,58,68,73,78,50,72,72,G
228,student000228,69,223,0,0,1,0,0,0,152.33333330000002,69.7,95.06666667,105.7,H,80,71,88,79,85,74,88,88,G
229,student000229,58,357,0,0,2,0,0,0,306.3,240.9,253.45,266.8833333,L,85,94,83,64,73,57,78,79,G
230,student000230,123,343,1,1,2,0,0,0,316.03333330000004,224.8666667,249.05,263.3166667,L,80,91,85,86,82,53,82,82,G
231,student000231,92,247,0,0,2,0,0,0,133.5166667,53.36666667,67.7,84.86111111,H,80,83,83,91,75,60,82,82,G
232,student000232,56,297,0,0,4,0,0,0,307.1166667,199.45,224.55,243.7055556,L,70,88,68,83,82,59,79,79,G
233,student000233,64,238,1,0,5,0,0,0,330.65,272.5666667,272.7,291.97222220000003,L,55,76,65,62,69,56,69,69,G
234,student000234,71,358,0,0,1,0,0,0,305.46666669999996,195.0166667,213.75,238.0777778,L,70,50,75,75,58,76,76,76,G
235,student000235,108,396,0,0,4,0,0,0,178.1333333,59.86666667,86.46666667,108.15555559999999,H,85,92,80,94,92,76,92,93,G
236,student000236,105,359,0,0,1,0,0,0,314.5,238.16666669999998,264.8666667,272.5111111,L,80,88,78,91,96,59,86,86,G
237,student000237,76,189,23,0,12,0,0,0,342.0833333,248.9,273.1166667,288.03333330000004,L,80,77,80,91,84,69,86,86,G
238,student000238,81,275,0,0,4,0,0,0,328.35,236.0333333,261.95,275.44444439999995,L,80,62,65,74,85,57,76,76,G
239,student000239,67,259,1,1,0,0,0,0,170.95,65.38333333,83.26666667,106.53333329999998,H,75,69,88,84,84,73,87,87,G
240,student000240,46,200,0,0,1,0,0,0,289.8666667,209.3666667,233.35,244.1944444,L,85,79,85,90,81,76,89,89,G
241,student000241,60,189,0,0,3,0,0,0,313.25,189.9833333,223.4833333,242.2388889,L,90,94,78,81,86,59,84,84,G
242,student000242,48,251,0,0,0,0,0,0,152.7833333,67.0,81.08333333,100.2888889,H,75,54,80,68,80,61,77,77,G
243,student000243,58,169,0,0,2,0,0,0,329.5833333,230.18333330000002,263.65,274.47222220000003,L,80,81,45,69,70,36,62,62,G
244,student000244,58,303,0,0,2,0,0,0,302.53333330000004,208.41666669999998,231.7,247.55,L,95,89,95,82,97,81,98,98,G
245,student000245,57,208,0,0,0,0,0,0,295.0833333,187.4666667,209.7166667,230.75555559999998,L,85,82,83,87,82,71,87,87,G
246,student000246,61,240,0,0,5,0,0,0,147.0166667,56.55,89.28333333,97.61666667,H,90,76,90,67,67,59,78,79,G
247,student000247,85,309,0,0,2,0,0,0,161.68333330000002,70.55,92.38333333,108.20555559999998,H,100,85,78,91,77,73,88,88,G
248,student000248,50,221,1,0,2,0,0,0,182.56666669999998,90.86666667,116.46666670000002,129.96666670000002,H,85,83,93,75,69,66,83,83,G
249,student000249,90,143,0,0,0,0,0,0,305.35,234.83333330000002,257.55,265.9111111,L,100,73,88,79,93,59,87,87,G
250,student000250,96,339,0,0,0,0,0,0,310.3833333,196.3666667,217.7833333,241.5111111,L,85,89,83,93,93,67,90,90,G
251,student000251,67,264,0,0,1,0,0,0,135.91666669999998,55.46666667,78.81666667,90.06666667,H,75,84,83,84,84,73,87,87,G
252,student000252,73,168,0,0,0,0,0,0,144.0166667,55.43333333,73.38333333,90.94444444,H,70,72,88,78,74,67,82,82,G
253,student000253,55,191,0,0,1,0,0,0,156.3833333,36.73333333,73.76666667,88.96111111,H,75,61,75,78,77,51,74,74,G
254,student000254,72,160,0,0,2,0,0,0,99.21666667,41.05,54.36666667,64.87777778,H,70,79,88,86,77,83,89,90,G
255,student000255,92,255,0,0,2,0,0,0,135.9833333,45.46666667,73.66666667,85.03888889,H,70,62,80,70,72,51,72,72,G
256,student000256,58,263,1,1,0,0,0,0,131.7333333,49.31666667,74.15,85.06666667,H,75,88,90,87,80,81,91,91,G
257,student000257,152,256,0,0,1,0,0,0,124.11666670000001,35.46666667,59.78333333,73.12222222,H,80,81,85,82,83,83,91,91,G
258,student000258,80,396,0,0,5,0,0,0,323.5,234.4,257.9,271.9333333,L,75,78,75,66,77,64,78,78,G
259,student000259,203,234,0,0,2,0,0,0,99.73333333,10.98333333,38.78333333,49.83333333,H,60,85,78,74,97,77,88,88,G
260,student000260,64,380,0,0,4,0,0,0,300.05,185.45,210.08333330000002,231.86111110000002,L,80,69,95,82,95,74,92,92,G
261,student000261,106,426,0,0,1,0,0,0,50.88333333,41.8,64.1,52.26111111,H,90,93,90,81,78,79,91,91,G
262,student000262,42,205,0,0,1,0,0,0,137.7,45.81666667,71.65,85.05555556,H,75,91,90,90,88,81,94,94,G
263,student000263,65,360,54,0,5,0,0,0,167.8,76.16666667,98.93333333,114.3,H,70,79,75,86,82,50,76,77,G
264,student000264,82,399,0,0,4,0,0,0,338.8666667,245.93333330000002,270.0666667,284.9555556,L,80,76,63,78,82,60,77,78,G
265,student000265,104,365,0,0,5,0,0,0,301.5166667,217.6166667,242.7333333,253.9555556,L,65,83,85,86,94,73,89,90,G
266,student000266,62,231,0,0,3,0,0,0,137.7,55.86666667,79.36666667,90.97777778,H,80,76,73,71,69,66,77,78,G
267,student000267,94,169,0,0,5,0,0,0,192.2,100.95,148.31666669999998,147.15555559999999,H,90,84,95,83,86,90,98,98,G
268,student000268,139,229,0,0,3,0,0,0,160.85,74.25,97.08333333,110.7277778,H,90,93,85,87,96,60,89,89,G
269,student000269,90,268,0,0,8,1,0,0,558.0,128.3,127.1,271.1333333,L,75,0,55,69,85,66,71,71,G
270,student000270,99,357,1,0,3,0,0,0,169.7166667,77.88333333,103.6333333,117.07777779999999,H,85,84,85,81,93,80,93,93,G
271,student000271,93,434,0,0,0,0,0,0,304.3166667,191.6333333,211.66666669999998,235.8722222,L,80,91,88,91,91,67,90,90,G
272,student000272,82,249,7,1,6,0,0,0,150.35,63.6,91.28333333,101.7444444,H,85,67,80,77,87,71,86,86,G
273,student000273,73,292,0,0,1,0,0,0,300.6666667,189.85,214.7,235.0722222,L,80,88,75,88,90,53,81,82,G
274,student000274,75,151,0,0,1,0,0,0,125.2,32.05,56.2,71.15,H,70,93,80,89,89,56,83,83,G
275,student000275,99,306,1,1,3,0,0,0,268.46666669999996,190.6,206.91666669999998,221.99444440000002,L,85,85,58,63,75,56,72,73,G
276,student000276,70,279,0,0,1,0,0,0,307.5,158.83333330000002,207.5,224.61111110000002,L,80,94,93,70,82,86,93,93,G
277,student000277,117,445,0,0,3,0,0,0,185.1166667,189.1333333,117.58333329999999,163.9444444,L,70,66,75,77,79,50,74,74,G
278,student000278,61,427,0,0,3,0,0,0,133.61666670000002,42.33333333,68.88333333,81.61111111,H,75,61,68,68,77,50,71,71,G
279,student000279,74,311,0,0,1,0,0,0,297.95,198.83333330000002,223.6333333,240.13888889999998,L,70,78,85,68,58,74,79,79,G
280,student000280,70,228,0,0,2,0,0,0,138.0333333,45.48333333,68.08333333,83.86666667,H,70,70,85,78,82,67,83,83,G
281,student000281,62,238,0,0,1,0,0,0,306.05,212.9833333,235.91666669999998,251.65,L,80,64,88,68,97,69,87,87,G
282,student000282,69,178,0,0,1,0,0,0,196.4833333,102.1833333,125.95,141.5388889,H,70,75,73,74,86,59,78,79,G
283,student000283,86,169,1,0,1,0,0,0,194.2666667,103.8666667,128.86666670000002,142.33333330000002,H,80,50,78,79,86,61,80,80,G
284,student000284,72,199,0,0,3,0,0,0,314.1666667,232.7833333,260.7666667,269.2388889,L,85,95,90,90,85,80,94,94,G
285,student000285,65,134,0,0,1,0,0,0,312.0833333,185.5333333,221.43333330000002,239.68333330000002,L,85,96,78,83,88,51,82,82,G
286,student000286,90,313,0,0,1,0,0,0,311.9833333,202.81666669999998,229.5333333,248.11111110000002,L,90,89,85,86,93,73,92,92,G
287,student000287,127,268,1,0,3,0,0,0,199.0166667,184.65,205.7333333,196.4666667,L,80,80,83,87,95,69,89,89,G
288,student000288,57,220,0,0,2,0,0,0,304.1166667,215.85,237.2166667,252.39444440000003,L,75,91,68,87,86,61,82,82,G
289,student000289,61,216,0,0,1,0,0,0,219.18333330000002,126.7,100.58333329999999,148.82222219999997,H,75,67,78,68,87,74,84,84,G
290,student000290,72,162,0,0,1,0,0,0,185.9666667,98.18333333,122.8,135.65,H,80,86,88,86,83,61,85,85,G
291,student000291,97,382,0,0,1,0,0,0,186.8833333,102.6,126.46666670000002,138.65,H,80,79,75,83,87,66,84,84,G
292,student000292,72,226,4,0,3,0,0,0,224.7,181.5333333,201.2833333,202.50555559999998,L,80,88,83,71,85,79,89,89,G
293,student000293,32,150,0,0,0,1,0,0,558.0,247.93333330000002,271.5666667,359.1666667,L,80,0,78,45,76,56,67,68,G
294,student000294,65,214,0,0,2,0,0,0,316.9833333,224.5,248.7833333,263.4222222,L,70,86,78,65,87,69,83,83,G
295,student000295,76,200,0,0,4,0,0,0,97.66666667,26.58333333,50.43333333,58.22777778,H,85,84,88,88,65,71,84,84,G
296,student000296,32,298,0,0,1,0,0,0,168.68333330000002,78.95,111.86666670000001,119.83333329999999,H,70,88,93,80,89,81,93,93,G
297,student000297,70,227,0,0,4,0,0,0,137.3,45.23333333,71.01666667,84.51666667,H,75,89,88,78,85,81,91,91,G
298,student000298,62,135,0,0,0,0,0,0,171.8833333,88.4,116.1,125.4611111,H,85,84,80,85,90,77,91,91,G
299,student000299,110,270,0,0,4,0,1,0,313.71666669999996,296.0,223.75,277.8222222,L,70,59,80,0,74,56,66,66,G
300,student000300,33,286,0,0,4,0,0,0,334.1166667,243.7666667,270.8,282.89444439999994,L,75,86,78,70,72,54,75,75,G
301,student000301,78,300,0,0,3,0,0,0,139.9,53.9,270.3833333,154.7277778,H,70,87,75,82,84,74,86,86,G
302,student000302,69,231,0,0,2,0,0,0,308.35,194.7166667,216.8,239.9555556,L,75,82,78,93,91,36,76,76,G
303,student000303,93,286,0,0,5,0,0,0,183.1166667,96.31666667,123.66666670000001,134.3666667,H,75,68,53,62,60,41,60,60,G
304,student000304,38,176,0,0,0,0,0,0,170.91666669999998,79.25,103.4,117.85555559999999,H,85,76,73,76,76,70,82,82,G
305,student000305,61,250,0,0,1,0,0,0,122.46666670000002,20.78333333,55.36666667,66.20555556,H,45,83,78,73,86,53,75,76,G
306,student000306,38,206,1,0,1,0,0,0,278.9166667,186.8,211.9,225.8722222,L,85,81,68,72,86,54,78,78,G
307,student000307,92,241,0,0,2,0,0,0,152.33333330000002,256.4166667,391.8166667,266.8555556,L,80,76,78,84,79,44,75,75,G
308,student000308,145,239,0,0,2,0,0,0,134.7666667,44.53333333,37.21666667,72.17222222,H,60,68,83,89,80,86,89,89,G
309,student000309,52,166,0,0,2,0,0,0,120.63333329999999,30.93333333,57.31666667,69.62777778,H,85,80,83,71,79,64,82,82,G
310,student000310,59,285,0,0,0,0,0,0,163.1333333,68.53333333,95.08333333,108.91666670000001,H,85,61,73,81,89,57,80,80,G
311,student000311,31,252,0,0,1,0,0,0,170.6166667,79.76666667,79.95,110.1111111,H,80,55,68,72,79,51,72,72,G
312,student000312,88,293,0,0,0,0,0,0,150.93333330000002,64.9,88.41666667,101.41666670000001,H,85,57,88,38,63,80,79,79,G
313,student000313,114,333,58,2,4,0,0,0,173.33333330000002,87.6,125.41666670000001,128.78333329999998,H,90,91,83,88,86,60,86,86,G
314,student000314,112,315,0,0,3,0,0,0,98.31666667,11.3,33.46666667,47.69444444,H,80,93,93,92,91,79,95,95,G
315,student000315,46,194,0,0,2,0,0,0,306.8,189.1333333,212.2,236.0444444,L,70,66,80,87,77,47,75,74,G
316,student000316,56,169,0,0,5,0,0,0,131.13333329999998,40.05,67.26666667,79.48333333,H,80,67,95,68,78,77,87,87,G
317,student000317,47,162,0,0,1,0,0,0,123.83333329999999,52.95,53.68333333,76.82222222,H,80,46,70,68,84,46,71,71,G
318,student000318,95,256,0,0,5,0,0,0,295.5,210.7333333,232.5,246.24444440000002,L,90,86,88,96,85,77,93,93,G
319,student000319,88,323,0,0,2,0,0,0,179.45,106.0,138.85,141.43333330000002,H,85,85,83,91,86,41,79,79,G
320,student000320,14,228,0,0,2,0,0,0,304.3166667,210.9666667,233.2833333,249.52222220000002,L,85,73,55,68,73,39,65,65,G
321,student000321,61,154,0,0,1,0,0,0,302.7666667,203.66666669999998,234.0333333,246.8222222,L,80,78,73,87,92,49,79,79,G
322,student000322,129,321,0,0,1,0,0,0,109.8,15.86666667,38.86666667,54.84444444,H,70,68,90,69,91,66,84,85,G
323,student000323,151,195,0,0,0,0,0,0,338.7333333,211.4666667,247.9,266.03333330000004,L,0,57,85,91,91,60,76,76,G
324,student000324,20,46,0,0,0,1,1,0,558.0,296.0,148.0333333,334.0111111,L,0,0,75,0,55,0,29,29,W
325,student000325,60,161,1,1,2,0,0,0,301.15,185.3833333,212.31666669999998,232.95,L,90,97,78,78,84,74,89,89,G
326,student000326,80,318,0,0,2,0,0,0,313.35,223.2333333,247.9833333,261.5222222,L,95,86,68,83,95,49,81,81,G
327,student000327,86,380,0,0,2,0,0,0,303.85,210.1166667,245.05,253.00555559999998,L,70,71,80,81,94,74,88,88,G
328,student000328,75,231,0,0,0,0,0,0,183.4833333,94.01666667,111.85,129.78333329999998,H,75,94,75,93,87,74,89,89,G
329,student000329,62,352,0,0,3,0,0,0,132.63333329999998,42.43333333,70.21666667,81.76111111,H,90,71,83,77,87,70,87,87,G
330,student000330,91,494,0,0,0,0,0,0,133.4,60.63333333,90.1,94.71111111,H,85,66,80,79,82,57,80,80,G
331,student000331,70,277,0,0,1,0,0,0,311.46666669999996,225.31666669999998,224.4,253.72777779999998,L,75,63,58,53,73,41,63,63,G
332,student000332,56,267,0,0,0,0,0,0,305.7333333,225.08333330000002,251.3666667,260.7277778,L,75,63,63,66,82,60,75,75,G
333,student000333,70,223,0,0,2,0,0,0,187.0333333,94.06666667,118.88333329999999,133.3277778,H,85,51,88,73,86,73,86,86,G
334,student000334,79,503,0,0,0,0,0,0,332.0,243.33333330000002,268.0166667,281.1166667,L,85,93,85,96,98,71,94,94,G
335,student000335,70,217,0,0,1,0,0,0,307.46666669999996,201.16666669999998,225.0333333,244.5555556,L,75,96,95,87,78,81,92,92,G
336,student000336,79,248,45,0,1,0,0,0,144.75,65.63333333,88.2,99.52777778,H,80,86,65,55,70,60,73,73,G
337,student000337,84,283,18,0,2,0,0,0,98.61666667,51.45,35.93333333,62.0,H,85,64,65,75,84,54,76,76,G
338,student000338,65,185,0,0,1,0,0,0,124.16666670000001,31.75,58.9,71.60555556,H,100,94,83,78,90,71,91,91,G
339,student000339,75,209,0,0,1,0,0,0,82.78333333,41.76666667,81.03333333,68.52777778,H,70,74,80,69,82,54,77,77,G
340,student000340,63,177,0,0,1,0,0,0,186.3833333,97.03333333,120.0,134.47222219999998,H,75,78,60,79,78,41,69,69,G
341,student000341,87,263,0,0,1,0,0,0,274.4,209.1333333,231.9833333,238.50555559999998,L,90,80,70,87,96,64,86,86,G
342,student000342,73,215,0,0,0,0,0,0,304.9166667,188.56666669999998,212.8666667,235.45,L,95,96,90,78,92,74,94,93,G
343,student000343,97,455,0,0,5,0,0,0,304.5833333,206.7666667,228.65,246.66666669999998,L,70,89,90,80,82,74,88,88,G
344,student000344,144,304,0,0,1,0,0,0,123.05,28.5,53.06666667,68.20555556,H,70,44,70,71,74,76,78,78,G
345,student000345,60,237,0,0,2,0,0,0,333.0666667,247.0,320.9,300.3222222,L,100,78,73,79,53,39,67,67,G
346,student000346,75,252,0,0,1,0,0,0,186.9833333,96.9,122.6,135.49444440000002,H,85,76,78,92,90,64,86,86,G
347,student000347,129,253,0,0,3,0,0,0,302.4833333,188.41666669999998,207.7666667,232.88888889999998,L,80,93,83,72,93,71,89,89,G
348,student000348,152,593,50,0,3,0,0,0,161.16666669999998,68.43333333,95.31666667,108.30555559999999,H,100,86,55,93,88,46,77,77,G
349,student000349,149,314,0,0,2,0,0,0,154.6333333,68.85,90.73333333,104.7388889,H,85,63,80,79,86,79,88,88,G
350,student000350,85,342,0,0,0,0,0,0,225.6333333,213.7,235.15,224.8277778,L,95,84,90,77,87,59,86,86,G
351,student000351,31,247,0,0,2,0,0,0,302.7666667,212.1166667,234.85,249.9111111,L,70,42,73,77,91,47,73,73,G
352,student000352,90,259,0,0,0,0,0,0,181.58333330000002,98.7,123.5,134.59444440000001,H,0,83,80,91,87,63,77,77,G
353,student000353,36,392,0,0,0,0,0,0,312.1833333,242.3666667,266.85,273.8,L,85,46,40,38,61,33,51,52,W
354,student000354,58,281,0,0,2,0,0,0,328.7333333,234.6166667,258.5166667,273.9555556,L,75,46,68,74,69,71,76,76,G
355,student000355,66,387,0,0,0,0,0,0,195.2333333,103.83333329999999,128.1833333,142.41666669999998,H,80,73,85,78,86,61,83,83,G
356,student000356,76,377,0,0,7,0,0,0,330.71666669999996,247.1333333,271.65,283.1666667,L,70,74,63,69,73,43,67,67,G
357,student000357,58,212,0,0,1,0,0,0,141.81666669999998,47.23333333,74.25,87.76666667,H,70,66,70,79,81,41,71,70,G
358,student000358,87,476,0,0,2,0,0,0,169.2333333,68.26666667,96.68333333,111.39444440000001,H,100,68,83,82,73,61,81,81,G
359,student000359,101,361,4,3,1,0,0,0,153.7833333,61.61666667,85.55,100.3166667,H,70,90,90,84,87,86,94,94,G
360,student000360,108,469,4,0,12,0,0,0,154.08333330000002,62.01666667,85.58333333,100.56111109999999,H,85,92,90,91,92,90,99,99,G
361,student000361,124,299,0,0,1,0,0,0,134.11666670000002,40.35,67.28333333,80.58333333,H,85,85,88,91,95,81,96,96,G
362,student000362,56,240,1,1,2,0,0,0,138.08333330000002,56.15,80.31666667,91.51666667,H,80,86,95,92,95,80,97,97,G
363,student000363,64,216,0,0,2,0,0,0,169.81666669999998,77.88333333,102.58333329999999,116.76111110000001,H,70,59,80,74,75,74,81,81,G
364,student000364,51,405,0,0,0,0,0,0,340.53333330000004,247.25,271.3833333,286.3888889,L,80,78,80,27,72,56,71,71,G
365,student000365,113,356,0,0,2,0,0,0,110.8,65.65,77.28333333,84.57777778,H,60,53,68,77,76,56,71,72,G
366,student000366,68,180,1,0,4,0,0,0,197.9833333,104.4666667,127.58333329999999,143.34444440000001,H,80,94,83,89,91,60,87,87,G
367,student000367,88,179,0,0,4,0,0,0,127.05,41.91666667,65.93333333,78.3,H,80,83,75,84,93,79,90,91,G
368,student000368,77,233,1,0,3,0,0,0,159.2666667,82.76666667,92.46666667,111.5,H,100,84,73,89,91,69,88,89,G
369,student000369,113,321,0,0,4,0,0,0,150.18333330000002,64.26666667,101.45,105.3,H,70,88,83,83,83,63,83,83,G
370,student000370,90,200,0,0,0,0,0,0,298.5666667,211.08333330000002,230.5166667,246.7222222,L,20,73,90,73,96,74,84,85,G
371,student000371,41,153,0,0,2,0,0,0,301.28333330000004,185.2833333,208.55,231.7055556,L,65,82,85,78,86,64,83,83,G
372,student000372,51,195,0,0,1,0,0,0,293.65,213.5166667,240.0,249.0555556,L,75,61,78,76,94,59,81,81,G
373,student000373,124,184,0,0,2,0,0,0,195.7166667,103.4833333,128.5833333,142.59444440000001,H,100,95,90,91,93,67,93,93,G
374,student000374,120,555,0,0,5,0,0,0,149.85,79.31666667,88.85,106.00555559999998,H,75,75,68,83,85,34,70,70,G
375,student000375,62,160,0,0,1,0,0,0,170.4666667,84.5,112.98333329999998,122.65,H,90,67,70,89,84,81,88,88,G
376,student000376,67,204,0,0,1,0,0,0,154.35,58.68333333,80.21666667,97.75,H,90,73,80,86,87,60,84,84,G
377,student000377,94,228,47,0,2,0,0,0,328.4833333,236.83333330000002,271.0,278.7722222,L,85,92,88,80,86,71,89,89,G
378,student000378,80,511,4,0,2,0,0,0,134.95,54.46666667,80.85,90.08888889,H,80,68,60,45,64,43,62,62,G
379,student000379,98,343,0,0,3,0,0,0,329.6166667,237.2166667,259.75,275.52777779999997,L,55,60,45,68,67,33,56,56,W
380,student000380,132,634,0,0,4,0,0,0,325.3333333,244.2166667,268.85,279.46666669999996,L,80,81,83,76,80,61,82,82,G
381,student000381,107,612,0,0,0,0,0,0,119.6,30.85,51.88333333,67.44444444,H,100,74,88,82,74,70,86,86,G
382,student000382,87,421,0,0,2,0,0,0,134.85,45.71666667,63.78333333,81.45,H,95,70,65,70,83,31,68,68,G
383,student000383,81,197,0,0,0,0,0,0,318.9166667,242.2,265.25,275.4555556,L,75,89,85,89,83,69,87,87,G
384,student000384,85,229,1,0,1,0,0,0,306.03333330000004,195.0166667,219.0,240.0166667,L,100,81,65,87,75,73,84,84,G
385,student000385,115,359,0,0,3,0,0,0,182.3,91.06666667,116.08333329999999,129.8166667,H,90,94,78,89,94,66,89,89,G
386,student000386,134,387,0,0,1,0,0,0,127.5,44.71666667,70.98333333,81.06666667,H,100,76,83,82,87,84,94,94,G
387,student000387,60,117,0,0,1,0,0,0,132.46666670000002,75.95,102.33333329999999,103.58333329999999,H,80,68,88,72,78,70,84,84,G
388,student000388,74,161,0,0,0,0,0,0,324.8833333,234.2333333,260.3,273.1388889,L,90,76,70,78,80,49,75,76,G
389,student000389,88,270,0,0,1,0,0,0,325.35,231.3666667,258.1,271.60555560000006,L,80,86,90,91,83,67,88,88,G
390,student000390,54,192,0,0,1,0,0,0,209.16666669999998,210.7833333,235.7833333,218.5777778,L,65,72,78,77,83,61,79,79,G
391,student000391,39,192,0,0,0,0,0,0,305.9166667,223.7666667,246.45,258.7111111,L,80,68,88,81,97,50,82,83,G
392,student000392,68,232,0,0,2,0,0,0,125.38333329999999,33.15,57.03333333,71.85555556,H,70,73,75,72,77,57,76,76,G
393,student000393,56,177,0,0,0,0,0,0,330.75,243.25,266.46666669999996,280.1555556,L,80,89,68,76,78,33,69,69,G
394,student000394,128,319,0,0,2,0,0,0,149.2166667,58.41666667,83.06666667,96.9,H,85,84,75,92,90,56,83,83,G
395,student000395,180,399,0,0,5,0,0,0,338.0833333,246.3,270.15,284.8444444,L,80,90,68,87,85,56,80,80,G
396,student000396,102,359,0,0,7,0,0,0,134.75,42.85,55.1,77.56666667,H,85,66,73,81,86,57,79,80,G
397,student000397,71,293,0,0,1,0,0,0,153.66666669999998,76.13333333,91.85,107.21666670000002,H,80,79,58,66,70,43,66,66,G
398,student000398,54,311,0,0,0,0,0,0,188.2333333,93.78333333,116.75,132.9222222,H,70,77,75,68,80,64,79,79,G
399,student000399,67,305,0,0,2,0,0,0,302.9833333,188.65,209.18333330000002,233.60555559999997,L,75,89,90,83,94,67,90,90,G
400,student000400,76,230,0,0,1,0,0,0,330.71666669999996,243.2333333,267.4166667,280.4555556,L,75,65,58,69,75,57,71,71,G
401,student000401,55,278,0,0,0,0,0,0,331.96666669999996,237.1,261.21666669999996,276.7611111,L,70,80,80,80,85,73,86,86,G
402,student000402,97,298,0,0,1,0,0,0,294.5166667,197.6166667,222.91666669999998,238.35,L,85,77,68,63,66,44,68,68,G
403,student000403,97,248,1,1,0,0,0,0,111.58333329999999,14.08333333,40.51666667,55.39444444,H,95,55,78,78,78,66,81,81,G
404,student000404,110,333,0,0,1,0,0,0,152.1333333,62.68333333,88.93333333,101.25,H,80,85,93,68,82,69,86,86,G
405,student000405,46,243,0,0,2,0,1,0,199.2666667,296.0,627.8,374.35555560000006,L,70,71,60,76,80,56,73,73,G
406,student000406,61,229,0,0,2,0,0,0,180.7666667,57.05,84.9,107.57222220000001,H,70,84,65,85,90,69,83,84,G
407,student000407,55,136,0,0,1,0,0,0,197.05,102.9833333,127.98333329999998,142.6722222,H,75,60,60,59,47,44,59,59,W
408,student000408,74,305,0,0,3,0,0,0,329.28333330000004,233.7333333,264.8833333,275.96666669999996,L,75,58,50,80,66,43,63,63,G
409,student000409,75,176,0,0,0,0,0,0,305.1666667,181.33333330000002,213.8666667,233.4555556,L,65,62,78,81,90,76,86,86,G
410,student000410,62,301,0,0,0,0,0,0,222.25,90.76666667,140.33333330000002,151.1166667,H,0,39,55,58,68,47,54,55,W
411,student000411,76,219,0,0,1,0,0,0,112.85,31.91666667,47.9,64.22222222,H,75,73,73,81,75,53,75,75,G
412,student000412,100,163,41,0,0,0,0,0,179.2166667,85.2,106.96666670000002,123.79444440000002,H,80,65,70,64,61,49,67,67,G
413,student000413,41,252,0,0,1,1,0,0,558.0,75.65,97.36666667,243.6722222,L,100,0,80,62,77,71,78,78,G
414,student000414,59,276,1,1,1,0,0,0,113.23333329999998,19.13333333,49.46666667,60.61111111,H,70,79,83,84,91,76,89,89,G
415,student000415,647,491,0,0,1,0,0,0,280.15,185.9833333,200.43333330000002,222.1888889,L,80,71,73,87,80,54,77,78,G
416,student000416,74,259,1,2,3,0,0,0,134.7333333,41.55,67.03333333,81.10555556,H,80,89,83,91,90,69,89,89,G
417,student000417,52,226,0,0,2,0,0,0,305.2666667,195.66666669999998,427.3166666999999,309.4166667,L,75,78,80,62,77,40,70,70,G
